left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	equiv_clique_size
http://purl.obolibrary.org/obo/ICD10_H53.11	Day blindness	HP:0012047	Hemeralopia	label	hasExactSynonym	Day blindness	Day blindness	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q70	Syndactyly	HP:0001159	Syndactyly	label	label	Syndactyly	Syndactyly	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D52	folate deficiency	HP:0100507	Folate deficiency	label	label	folate deficiency	Folate deficiency	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E87.2	Acidosis	HP:0001941	Acidosis	label	label	Acidosis	Acidosis	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q77.7	Spondyloepiphyseal dysplasia	HP:0002655	Spondyloepiphyseal dysplasia	label	label	Spondyloepiphyseal dysplasia	Spondyloepiphyseal dysplasia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H65	otitis media	HP:0000388	Otitis media	label	label	otitis media	Otitis media	100.0	1.0	1.0	2	0.5	3
http://purl.obolibrary.org/obo/ICD10_Q51.811	Hypoplasia of uterus	HP:0000013	Hypoplasia of the uterus	label	label	Hypoplasia of uterus	Hypoplasia of the uterus	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L63	Alopecia areata	HP:0002229	Alopecia areata	label	label	Alopecia areata	Alopecia areata	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q54.3	Hypospadias, perineal	HP:0000051	Perineal hypospadias	label	label	Hypospadias, perineal	Perineal hypospadias	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q84.3	Anonychia	HP:0001798	Anonychia	label	label	Anonychia	Anonychia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q01.2	Occipital encephalocele	HP:0002085	Occipital encephalocele	label	label	Occipital encephalocele	Occipital encephalocele	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_C43	malignant melanoma of	HP:0002861	Melanoma	label	hasExactSynonym	malignant melanoma of	Malignant melanoma	76.5	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H92.0	Otalgia	HP:0030766	Ear pain	label	hasExactSynonym	Otalgia	Otalgia	90.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q18.4	Macrostomia	HP:0000154	Wide mouth	label	hasExactSynonym	Macrostomia	Macrostomia	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I95	hypotension	HP:0002615	Hypotension	label	label	hypotension	Hypotension	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N45.2	Orchitis	HP:0100796	Orchitis	label	label	Orchitis	Orchitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N17	acute kidney failure	HP:0001919	Acute kidney injury	label	hasExactSynonym	acute kidney failure	Acute kidney failure	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q74.3	Arthrogryposis multiplex congenita	HP:0002804	Arthrogryposis multiplex congenita	label	label	Arthrogryposis multiplex congenita	Arthrogryposis multiplex congenita	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K31.4	Gastric diverticulum	HP:0100808	Gastric diverticulum	label	label	Gastric diverticulum	Gastric diverticulum	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H02.6	Xanthelasma of eyelid	HP:0001114	Xanthelasma	label	hasNarrowSynonym	Xanthelasma of eyelid	Xanthelasma of eyelid	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R45.6	Violent behavior	HP:0008760	Violent behavior	label	label	Violent behavior	Violent behavior	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D05.0	Lobular carcinoma in situ	HP:0030076	Lobular carcinoma in situ	label	label	Lobular carcinoma in situ	Lobular carcinoma in situ	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R04.2	Hemoptysis	HP:0002105	Hemoptysis	label	label	Hemoptysis	Hemoptysis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R06.01	Orthopnea	HP:0012764	Orthopnea	label	label	Orthopnea	Orthopnea	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J12	pneumonia	HP:0002090	Pneumonia	label	label	pneumonia	Pneumonia	100.0	1.0	1.0	2	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_N36.0	Urethral fistula	HP:0010480	Urethral fistula	label	label	Urethral fistula	Urethral fistula	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q44.4	Choledochal cyst	HP:0100890	Cyst of the ductus choledochus	label	hasExactSynonym	Choledochal cyst	Choledochal cyst	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R81	Glycosuria	HP:0003076	Glycosuria	label	label	Glycosuria	Glycosuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K29.4	Chronic atrophic gastritis	HP:0002582	Chronic atrophic gastritis	label	label	Chronic atrophic gastritis	Chronic atrophic gastritis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M43.1	Spondylolisthesis	HP:0003302	Spondylolisthesis	label	label	Spondylolisthesis	Spondylolisthesis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D70.4	Cyclic neutropenia	HP:0040289	Cyclic neutropenia	label	label	Cyclic neutropenia	Cyclic neutropenia	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q01	encephalocele	HP:0002084	Encephalocele	label	label	encephalocele	Encephalocele	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R10.13	Epigastric pain	HP:0410019	Epigastric pain	label	label	Epigastric pain	Epigastric pain	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q17.2	Microtia	HP:0008551	Microtia	label	label	Microtia	Microtia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I88	lymphadenitis	HP:0002840	Lymphadenitis	label	label	lymphadenitis	Lymphadenitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N53.14	Retrograde ejaculation	HP:0012877	Retrograde ejaculation	label	label	Retrograde ejaculation	Retrograde ejaculation	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R30.0	Dysuria	HP:0100518	Dysuria	label	label	Dysuria	Dysuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_F20	Schizophrenia	HP:0100753	Schizophrenia	label	label	Schizophrenia	Schizophrenia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E21.0	Primary hyperparathyroidism	HP:0008200	Primary hyperparathyroidism	label	label	Primary hyperparathyroidism	Primary hyperparathyroidism	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K51	Ulcerative colitis	HP:0100279	Ulcerative colitis	label	label	Ulcerative colitis	Ulcerative colitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I48.2	Chronic atrial fibrillation	HP:0004754	Permanent atrial fibrillation	label	hasRelatedSynonym	Chronic atrial fibrillation	Chronic atrial fibrillation	50.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J84.81	Lymphangioleiomyomatosis	HP:0012798	Pulmonary lymphangiomyomatosis	label	hasRelatedSynonym	Lymphangioleiomyomatosis	Lymphangioleiomyomatosis	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G89	pain	HP:0012531	Pain	label	label	pain	Pain	100.0	0.1111111111111111	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H20	Iridocyclitis	HP:0001094	Iridocyclitis	label	label	Iridocyclitis	Iridocyclitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q55.3	Atresia of vas deferens	HP:0030997	Atretic vas deferens	label	hasExactSynonym	Atresia of vas deferens	Atresia of the vas deferens	65.02499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H50.05	Alternating esotropia	HP:0001137	Alternating esotropia	label	label	Alternating esotropia	Alternating esotropia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J37	chronic	HP:0011010	Chronic	label	label	chronic	Chronic	100.0	1.0	1.0	0	0.25	5
http://purl.obolibrary.org/obo/ICD10_M54.5	Low back pain	HP:0003419	Low back pain	label	label	Low back pain	Low back pain	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H00.1	Chalazion	HP:0010605	Chalazion	label	label	Chalazion	Chalazion	100.0	0.3333333333333333	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J02	pharyngitis	HP:0025439	Pharyngitis	label	label	pharyngitis	Pharyngitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q36.0	Cleft lip, bilateral	HP:0100336	Bilateral cleft lip	label	label	Cleft lip, bilateral	Bilateral cleft lip	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H01.0	Blepharitis	HP:0000498	Blepharitis	label	label	Blepharitis	Blepharitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R11.0	Nausea	HP:0002018	Nausea	label	label	Nausea	Nausea	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H80	otosclerosis	HP:0000362	Otosclerosis	label	label	otosclerosis	Otosclerosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q10.0	Congenital ptosis	HP:0007970	Congenital ptosis	label	label	Congenital ptosis	Congenital ptosis	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K74.0	Hepatic fibrosis	HP:0001395	Hepatic fibrosis	label	label	Hepatic fibrosis	Hepatic fibrosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M93.2	Osteochondritis dissecans	HP:0010886	Osteochondritis Dissecans	label	label	Osteochondritis dissecans	Osteochondritis Dissecans	100.0	0.3333333333333333	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E83.41	Hypermagnesemia	HP:0002918	Hypermagnesemia	label	label	Hypermagnesemia	Hypermagnesemia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E10.E14	Diabetes mellitus	HP:0000819	Diabetes mellitus	label	label	Diabetes mellitus	Diabetes mellitus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E56.0	Deficiency of vitamin E	HP:0100513	Vitamin E deficiency	label	label	Deficiency of vitamin E	Vitamin E deficiency	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E11	type 2 diabetes mellitus	HP:0005978	Type II diabetes mellitus	label	label	type 2 diabetes mellitus	Type II diabetes mellitus	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R63.2	Polyphagia	HP:0002591	Polyphagia	label	label	Polyphagia	Polyphagia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R71	Abnormality of red blood cells	HP:0001877	Abnormality of erythrocytes	label	hasExactSynonym	Abnormality of red blood cells	Abnormality of red blood cells	90.0	0.3333333333333333	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M42	osteochondrosis	HP:0040188	Osteochondrosis	label	label	osteochondrosis	Osteochondrosis	66.66666666666666	0.5	0.3333333333333333	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H40.2	Primary angle-closure glaucoma	HP:0012109	Angle closure glaucoma	label	hasRelatedSynonym	Primary angle-closure glaucoma	Primary angle closure glaucoma	36.12499999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H53.2	Diplopia	HP:0000651	Diplopia	label	label	Diplopia	Diplopia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G71.0	Muscular dystrophy	HP:0003560	Muscular dystrophy	label	label	Muscular dystrophy	Muscular dystrophy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G12.21	Amyotrophic lateral sclerosis	HP:0007354	Amyotrophic lateral sclerosis	label	label	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E74.21	Galactosemia	HP:0012024	Hypergalactosemia	label	hasRelatedSynonym	Galactosemia	Galactosemia	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I30	pericarditis	HP:0001701	Pericarditis	label	label	pericarditis	Pericarditis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_I44.5	Left posterior fascicular block	HP:0005172	Left posterior fascicular block	label	label	Left posterior fascicular block	Left posterior fascicular block	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N81.0	Urethrocele	HP:0100821	Urethrocele	label	label	Urethrocele	Urethrocele	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H18.54	Lattice corneal dystrophy	HP:0001149	Lattice corneal dystrophy	label	label	Lattice corneal dystrophy	Lattice corneal dystrophy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K66.1	Hemoperitoneum	HP:0011854	Hemoperitoneum	label	label	Hemoperitoneum	Hemoperitoneum	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E26	Hyperaldosteronism	HP:0000859	Hyperaldosteronism	label	label	Hyperaldosteronism	Hyperaldosteronism	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K62.3	Rectal prolapse	HP:0002035	Rectal prolapse	label	label	Rectal prolapse	Rectal prolapse	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K75.0	Abscess of liver	HP:0100523	Liver abscess	label	label	Abscess of liver	Liver abscess	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E56.1	Deficiency of vitamin K	HP:0011892	Vitamin K deficiency	label	label	Deficiency of vitamin K	Vitamin K deficiency	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R35	Polyuria	HP:0000103	Polyuria	label	label	Polyuria	Polyuria	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J41	chronic bronchitis	HP:0004469	Chronic bronchitis	label	label	chronic bronchitis	Chronic bronchitis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E70.21	Tyrosinemia	HP:0003231	Hypertyrosinemia	label	hasExactSynonym	Tyrosinemia	Tyrosinemia	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H53.51	Achromatopsia	HP:0011516	Achromatopsia	label	label	Achromatopsia	Achromatopsia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R44.0	Auditory hallucinations	HP:0008765	Auditory hallucinations	label	label	Auditory hallucinations	Auditory hallucinations	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N94.1	Dyspareunia	HP:0030016	Dyspareunia	label	label	Dyspareunia	Dyspareunia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R29.810	Facial weakness	HP:0010628	Facial palsy	label	hasRelatedSynonym	Facial weakness	Facial weakness	50.0	1.0	1.0	2	0.35714285714285715	3
http://purl.obolibrary.org/obo/ICD10_I72.0	Aneurysm of carotid artery	HP:0012163	Carotid artery dilatation	label	hasNarrowSynonym	Aneurysm of carotid artery	Carotid artery aneurysm	36.12499999999999	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H52.0	Hypermetropia	HP:0000540	Hypermetropia	label	label	Hypermetropia	Hypermetropia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K06.0	Gingival recession	HP:0030816	Gingival recession	label	label	Gingival recession	Gingival recession	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H40	Glaucoma	HP:0000501	Glaucoma	label	label	Glaucoma	Glaucoma	93.75	0.75	0.75	2	0.5	3
http://purl.obolibrary.org/obo/ICD10_E22.1	Hyperprolactinemia	HP:0000870	Prolactin excess	label	hasExactSynonym	Hyperprolactinemia	Hyperprolactinemia	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R11.12	Projectile vomiting	HP:0002587	Projectile vomiting	label	label	Projectile vomiting	Projectile vomiting	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E72.53	Hyperoxaluria	HP:0003159	Hyperoxaluria	label	label	Hyperoxaluria	Hyperoxaluria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K92.0	Hematemesis	HP:0002248	Hematemesis	label	label	Hematemesis	Hematemesis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E71.120	Methylmalonic acidemia	HP:0002912	Methylmalonic acidemia	label	label	Methylmalonic acidemia	Methylmalonic acidemia	100.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N32.81	Overactive bladder	HP:0000012	Urinary urgency	label	hasExactSynonym	Overactive bladder	Overactive bladder	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R82.71	Bacteriuria	HP:0012461	Bacteriuria	label	label	Bacteriuria	Bacteriuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_S06	loss of consciousness	HP:0007185	Loss of consciousness	label	label	loss of consciousness	Loss of consciousness	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R70.0	Elevated erythrocyte sedimentation rate	HP:0003565	Elevated erythrocyte sedimentation rate	label	label	Elevated erythrocyte sedimentation rate	Elevated erythrocyte sedimentation rate	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_L29	pruritus	HP:0000989	Pruritus	label	label	pruritus	Pruritus	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H61.2	Impacted cerumen	HP:0030788	Impacted cerumen	label	label	Impacted cerumen	Impacted cerumen	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M62.81	Muscle weakness (generalized)	HP:0003324	Generalized muscle weakness	label	label	Muscle weakness (generalized)	Generalized muscle weakness	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_P24	aspiration	HP:0002835	Aspiration	label	label	aspiration	Aspiration	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E05.1	Thyrotoxicosis with toxic single thyroid nodule	HP:0011786	Thyrotoxicosis with toxic single thyroid nodule	label	label	Thyrotoxicosis with toxic single thyroid nodule	Thyrotoxicosis with toxic single thyroid nodule	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R09.1	Pleurisy	HP:0002102	Pleuritis	label	hasExactSynonym	Pleurisy	Pleurisy	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E72.11	Homocystinuria	HP:0002156	Homocystinuria	label	label	Homocystinuria	Homocystinuria	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H49.4	Progressive external ophthalmoplegia	HP:0000590	Progressive external ophthalmoplegia	label	label	Progressive external ophthalmoplegia	Progressive external ophthalmoplegia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_T68	hypothermia	HP:0002045	Hypothermia	label	label	hypothermia	Hypothermia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N64.82	Hypoplasia of breast	HP:0003187	Breast hypoplasia	label	label	Hypoplasia of breast	Breast hypoplasia	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N91.1	Secondary amenorrhea	HP:0000869	Secondary amenorrhea	label	label	Secondary amenorrhea	Secondary amenorrhea	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M79.1	Myalgia	HP:0003326	Myalgia	label	label	Myalgia	Myalgia	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N32.3	Diverticulum of bladder	HP:0000015	Bladder diverticulum	label	label	Diverticulum of bladder	Bladder diverticulum	85.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_W00.W19	Falls	HP:0002527	Falls	label	label	Falls	Falls	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J47	bronchiectasis	HP:0002110	Bronchiectasis	label	label	bronchiectasis	Bronchiectasis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R09.81	Nasal congestion	HP:0001742	Nasal obstruction	label	hasNarrowSynonym	Nasal congestion	Nasal congestion	50.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J16	pneumonia	HP:0002090	Pneumonia	label	label	pneumonia	Pneumonia	100.0	1.0	1.0	0	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_J15	pneumonia	HP:0002090	Pneumonia	label	label	pneumonia	Pneumonia	100.0	1.0	1.0	0	0.3333333333333333	4
http://purl.obolibrary.org/obo/ICD10_M85.2	Hyperostosis of skull	HP:0004330	Increased skull ossification	label	hasExactSynonym	Hyperostosis of skull	Hyperostosis of skull	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q62.2	Congenital megaureter	HP:0008676	Congenital megaureter	label	label	Congenital megaureter	Congenital megaureter	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J98.11	Atelectasis	HP:0100750	Atelectasis	label	label	Atelectasis	Atelectasis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E70.41	Histidinemia	HP:0010906	Hyperhistidinemia	label	hasExactSynonym	Histidinemia	Histidinemia	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q01.1	Nasofrontal encephalocele	HP:0011818	Nasofrontal encephalocele	label	label	Nasofrontal encephalocele	Nasofrontal encephalocele	100.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q05	spina bifida	HP:0002414	Spina bifida	label	label	spina bifida	Spina bifida	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_G44.81	Hypnic headache	HP:0012459	Hypnic headache	label	label	Hypnic headache	Hypnic headache	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D59.3	Hemolytic-uremic syndrome	HP:0005575	Hemolytic-uremic syndrome	label	label	Hemolytic-uremic syndrome	Hemolytic-uremic syndrome	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R47.01	Aphasia	HP:0002381	Aphasia	label	label	Aphasia	Aphasia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q18.3	Webbing of neck	HP:0000465	Webbed neck	label	hasExactSynonym	Webbing of neck	Neck webbing	76.5	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K65.1	Peritoneal abscess	HP:0100592	Peritoneal abscess	label	label	Peritoneal abscess	Peritoneal abscess	100.0	0.5	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K72.1	Chronic hepatic failure	HP:0100626	Chronic hepatic failure	label	label	Chronic hepatic failure	Chronic hepatic failure	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_J84.116	Cryptogenic organizing pneumonia	HP:0011945	Bronchiolitis obliterans organizing pneumonia	label	hasExactSynonym	Cryptogenic organizing pneumonia	Cryptogenic organizing pneumonia	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R20.3	Hyperesthesia	HP:0100963	Hyperesthesia	label	label	Hyperesthesia	Hyperesthesia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H52.2	Astigmatism	HP:0000483	Astigmatism	label	label	Astigmatism	Astigmatism	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H31.21	Choroideremia	HP:0001139	Choroideremia	label	label	Choroideremia	Choroideremia	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_H91.1	Presbycusis	HP:0040113	Old-aged sensorineural hearing impairment	label	hasExactSynonym	Presbycusis	Presbycusis	90.0	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_M24.5	Contracture of joint	HP:0001371	Flexion contracture	label	hasExactSynonym	Contracture of joint	Joint contracture	65.02499999999999	1.0	0.5	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K60.4	Rectal fistula	HP:0100590	Rectal fistula	label	label	Rectal fistula	Rectal fistula	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E06	thyroiditis	HP:0100646	Thyroiditis	label	label	thyroiditis	Thyroiditis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q79.3	Gastroschisis	HP:0001543	Gastroschisis	label	label	Gastroschisis	Gastroschisis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_R06.4	Hyperventilation	HP:0002883	Hyperventilation	label	label	Hyperventilation	Hyperventilation	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_N30	hematuria	HP:0000790	Hematuria	label	label	hematuria	Hematuria	100.0	1.0	0.5	2	0.5	3
http://purl.obolibrary.org/obo/ICD10_C62.0	Undescended testis	HP:0000028	Cryptorchidism	label	hasExactSynonym	Undescended testis	Undescended testis	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_E86.0	Dehydration	HP:0001944	Dehydration	label	label	Dehydration	Dehydration	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q43.7	Persistent cloaca	HP:0012621	Persistent cloaca	label	label	Persistent cloaca	Persistent cloaca	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_F52.4	Premature ejaculation	HP:0012876	Premature ejaculation	label	label	Premature ejaculation	Premature ejaculation	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_D70.0	Congenital agranulocytosis	HP:0005541	Congenital agranulocytosis	label	label	Congenital agranulocytosis	Congenital agranulocytosis	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_Q83.3	Accessory nipple	HP:0002558	Supernumerary nipple	label	hasExactSynonym	Accessory nipple	Accessory nipple	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ICD10_K06.1	Gingival enlargement	HP:0000212	Gingival overgrowth	label	hasExactSynonym	Gingival enlargement	Gingival enlargement	90.0	1.0	1.0	4	1.0	2
